product_id,productsum
3762,6295.249999999971
3763,48.09
3771,30.16
3774,288.53999999999996
3790,31.68
3806,1346.5199999999982
3852,177.76
3865,357.1199999999999
3936,2646.25
3945,248.6399999999999
3987,32.06
4076,15.08
4079,5.02
4092,208.39000000000001
4093,15.08
4102,16.03
4119,80.15
4147,22.22
4162,31.42
4164,15.08
4170,8.78
4185,8484.059999999972
4200,400.7499999999998
4203,349.2299999999999
4210,625.1699999999994
4216,96.18
4230,15.08
4233,7.92
4261,17.59
4443,124.76
4461,116.79999999999998
4480,43.25
4497,1595.4299999999855
4547,39.36000000000001
4552,3.4199999999999995
4554,73.34000000000007
4560,33.43999999999998
4565,247.67999999999995
4569,5.699999999999999
4572,274.32000000000005
4573,206.31999999999996
4581,9.3
4586,25.83999999999999
4587,8.74
4599,216.0
4600,181.6399999999988
4604,9.880000000000003
4612,83.64000000000001
4620,3.7999999999999994
4621,12155.339999999986
4625,32.4
4631,14.060000000000011
4632,20.900000000000002
4637,36.99999999999999
4638,17.389999999999986
4640,17.389999999999986
4641,420.0
4643,48.6
4644,56.7
4646,49.20000000000001
4653,8.51
4663,3.4199999999999995
4670,12.540000000000008
4671,173.29000000000005
4672,120.06000000000002
4675,95.20000000000002
4680,12.920000000000009
4685,200.09999999999988
4689,29.25999999999998
4703,0.38
4705,128.79999999999993
4708,1.9
4719,199.95000000000007
4750,0.76
4758,12.540000000000008
4766,8.36
4768,109.43999999999964
4775,323.67999999999995
4781,509.00999999999976
4783,5.180000000000001
4785,15.580000000000014
4788,35.64
4793,11.400000000000006
4795,220.10999999999984
4807,3015.679999999997
4817,4.44
4819,123.00000000000003
4831,73.80000000000001
4834,14.76
4838,17.82
4841,111.33999999999962
4853,9.880000000000003
4854,88.56000000000002
4862,21.9
4866,65.69999999999999
4874,9.249999999999998
4884,182.50000000000006
4894,184.25999999999993
4901,309.88000000000017
4903,51.0
4914,69.46
4923,4198.239999999992
4931,173.1600000000001
4942,134.27999999999994
4961,199.79999999999978
4962,4795.43999999999
4965,6145.45000000001
4969,275.9399999999999
4972,894.4399999999996
4975,77.5
4977,111.75999999999992
4996,1121.7599999999995
5006,242.9299999999999
5013,967.7399999999907
5020,350.88
5024,2212.9199999999996
5025,39.36000000000001
5031,217.17000000000007
5032,106.09000000000009
5037,65.78
5041,700.6499999999988
5053,2.82
5067,117.72000000000006
5212,336.3799999999993
5259,13.999999999999991
5261,55.999999999999865
5265,205.4500000000001
5269,14.26
5270,91.26
5276,169.73999999999998
5282,50.459999999999994
5288,73.8
5289,51.66000000000001
5290,183.3
5291,52.599999999999994
5292,73.32000000000001
5293,48.88
5301,150.48
5302,75.42999999999999
5304,362.2399999999937
5305,48.88
5308,1052.570000000001
5310,81.20000000000007
5319,73.32000000000001
5321,112.83999999999983
5322,12.08
5329,33.29999999999999
5337,49.52
5339,200.02000000000015
5340,109.2
5342,8.000000000000002
5372,2084.880000000012
5378,599.4400000000002
5379,4355.120000000002
5385,315.08999999999935
5393,1380.099999999999
5394,3253.759999999996
5405,2885.3000000000065
5407,301.3999999999999
5408,133.2799999999999
5412,285.5999999999996
5426,69.44
5461,609.2799999999994
5465,464.1700000000008
5466,971.5499999999937
5467,1768.3200000000045
5476,15.4
5480,146.51999999999995
5483,46.2
5495,95.24999999999999
5496,48.839999999999996
5503,7.7
5505,15.4
5506,79.91999999999999
5521,93.23999999999998
5524,670.7200000000008
5527,225.32000000000014
5528,251.52000000000018
5532,897.8999999999963
5534,206.63999999999996
5539,427.8999999999994
5543,266.4000000000004
5546,60.79999999999997
5548,36.62999999999999
5580,5.36
5584,66.72000000000001
5908,7.14
5921,73.25999999999998
5922,283.13999999999965
5926,136.62000000000003
5929,25.740000000000002
5930,75.23999999999998
5931,35.64
5938,332.30999999999995
5939,197.99999999999972
5940,13.860000000000001
5941,27.720000000000002
5950,27.720000000000002
5953,1006.7399999999983
5956,406.97999999999945
5957,486.2000000000017
5980,115.23000000000009
6138,0.4
6175,78.75000000000001
6178,109.8100000000003
6179,11.059999999999999
6182,5.53
6186,16.589999999999993
6191,0.87
6192,23.239999999999984
6195,34.029999999999966
6198,8.299999999999999
6210,60.03999999999995
6221,89.08
6225,94.32
6226,68.12000000000002
6232,57.640000000000015
6237,47.16000000000001
6238,36.68000000000001
6257,6.81
6313,773.4999999999991
6325,51.60999999999999
6326,19.85
6340,11.91
6342,3.97
6346,15.88
6363,47.63999999999999
6366,31.759999999999998
6370,7.94
6375,61.87999999999995
6389,3.97
6398,17.16
6412,77.22000000000001
6460,8.58
6467,52.40000000000001
6482,15.08
6483,456.0499999999996
6495,158.46000000000004
6498,35.51999999999999
6499,91.01999999999997
6500,220.08000000000024
6541,10.48
6544,15.72
6555,5.24
6563,110.03999999999998
6586,62.88000000000002
6587,57.640000000000015
6625,214.19999999999973
6627,25.199999999999974
6642,152.45999999999995
6645,17.16
6648,99.00000000000003
6649,55.43999999999997
6653,35.64
6735,210.75000000000006
6736,382.5200000000004
6741,11.11
6742,11.11
6754,1.98
6811,873.07
6814,457.16
6817,1021.8000000000014
6818,117.78000000000016
6820,11.76
6845,370.51999999999896
6846,733.699999999999
6901,18.900000000000006
6902,13.230000000000006
6905,6.93
6941,2675.2800000000157
6942,1031.490000000003
6944,492.00000000000045
6945,117.74999999999993
6946,108.32999999999994
6948,280.43999999999977
6950,46.41
6972,136.5
6977,543.7799999999996
6978,1087.5600000000006
6991,65.0
7325,12.54
7353,12.54
7453,63.46
7527,172.1400000000001
7561,7.14
7662,39.899999999999984
7663,39.899999999999984
7670,19.02
7679,220.09999999999974
7680,345.8400000000003
7681,954.6000000000053
7698,69.46
7705,115.43999999999997
7789,1619.0299999999977
7890,137.99999999999994
8002,55.55
8006,11.11
8054,22.22
8072,87.40000000000003
8084,448.8399999999997
8107,74.27999999999999
8109,12.699999999999998
8111,8.88
8118,1.27
8127,6.32
8128,284.4799999999998
8129,3.87
8135,355.8400000000001
8142,8.88
8153,18.869999999999997
8157,4.56
8164,196.79999999999998
8198,129.35999999999999
8200,558.0
8201,11.41
8204,68.46
8206,9.06
8220,25.08
8240,23.1
8247,26.640000000000004
8365,50.8
8372,166.70000000000005
8379,165.04
8383,12.7
8388,283.2900000000001
8389,192.87000000000003
8392,229.33000000000004
8398,128.60999999999996
8413,12.7
8695,75.56
8698,59.67999999999998
8700,233.4
8702,18.6
8705,19.799999999999997
8710,4.76
8715,390.5999999999999
9169,233.23999999999984
9207,182.15
9208,13.32
9209,702.0
9210,2.94
9211,101.08
9217,376.96999999999997
9813,57.12
10075,22.8
10077,25.56
10085,3.41
10090,41.92000000000001
10091,111.12
10092,138.96
10097,32.29999999999999
10106,61.20000000000004
10107,25.56
10109,1.6800000000000002
10280,43.46
11038,2.68
11061,4.52
11063,1106.56
11070,20.4
11071,25.47
11072,30.6
11073,7.62
11076,27.939999999999994
11077,25.5
11081,67.92
11083,8.49
11085,53.33999999999999
11538,5.54
11554,1.68
11558,10.16
11561,8.49
11563,16.98
11564,10.16
11565,45.900000000000006
11566,10.16
11586,16.98
11597,130.38
11599,65.19
11620,12.72
11705,12.72
11706,16.98
11707,12.72
11709,28.56
13497,120.11999999999999
13540,94.38000000000004
13552,120.12000000000008
13556,24.44
14314,13.24
14784,5.56
14795,12.98
14806,152.10999999999999
15160,8.73
15166,440.0
15168,30.0
15171,9.13
15175,210.0
15176,30.0
15179,250.0
15183,110.0
15186,120.0
15187,30.0
15189,100.0
15193,240.0
15196,10.0
15198,40.0
15200,60.0
15202,30.0
15212,20.0
15220,160.0
15701,148.72000000000008
15708,145.86000000000007
15732,667.9199999999996
15733,11.19
15763,108.28999999999989
15769,19.890000000000004
15771,26.58
16198,2798.5
16199,72.39000000000001
16287,7.92
16686,169.66
16716,17.46
18082,368.6899999999998
18083,96.18
18655,8.43
19162,4429.110000000007
19379,66.6
19380,7.7
19384,7.7
20829,141.48
20842,15.72
20843,94.32
20892,166.67
20893,226.30000000000013
20894,386.40000000000043
20896,600.4799999999993
20904,503.94000000000295
21062,156.59999999999997
23219,96.18
23220,96.18
24331,66.44000000000003
24332,18.12
24333,18.12
24345,188.79999999999998
24359,142.83
24371,15.1
24378,33.96
24380,104.79999999999998
24387,164.97000000000008
24389,494.84000000000015
24390,183.48000000000005
24592,594.2399999999999
24674,146.72
24679,92.10000000000002
24707,12.54
24760,3.8
24762,7.6
26753,457.0800000000008
26758,66.48
26763,73.8
26766,503.70000000000056
27348,14.299999999999999
27658,1864.9999999999984
27659,37.97
27663,95.2
27759,5484.240000000003
27763,1028.9600000000016
27845,327.97999999999985
28104,4.44
29367,17.1
29369,11.4
29370,34.08
29372,107.10000000000011
29376,14.2
29377,36.92
29967,22.28
30194,23.559999999999995
30195,23.559999999999995
30196,3.0399999999999996
30197,5.319999999999999
30208,0.63
31488,15.88
31489,15.88
31494,11.91
31498,3.97
31503,3.97
31504,3.97
31508,31.41000000000001
31512,3.49
31514,3.49
31517,3.49
31519,3.49
31522,6.48
31524,6.98
31528,3.49
31531,3.49
31541,3.49
31560,3.49
31561,3.49
31564,3.14
31589,20.490000000000002
31596,16.82
31598,42.05
31599,27.630000000000003
31601,61.75
31606,13.0
31609,27.44
31611,39.49000000000001
33954,80.15
33956,496.9299999999996
33958,15.08
34581,9.81
34713,42.39
34764,19.049999999999997
34765,26.669999999999995
34767,128.24999999999977
34768,89.09999999999994
34769,28.350000000000012
34772,75.23999999999998
34774,56.60999999999998
34847,138.7
34848,96.59999999999997
35145,270.0
35152,20.96
35342,5.7
35344,37.559999999999995
35345,90.8
35361,175.43999999999994
35363,64.88999999999999
35364,55.61999999999999
35365,5.5200000000000005
